,100_MIDDLE_avr_goldEarned,100_MIDDLE_avr_kill,100_MIDDLE_avr_death,100_MIDDLE_avr_assists,100_MIDDLE_avr_trueDamageDealtToChampions,100_MIDDLE_avr_damageDealtToTurrets,100_MIDDLE_avr_goldSpent,100_MIDDLE_avr_visionScore,100_MIDDLE_avr_physicalDamageDealt,100_MIDDLE_avr_totalHeal,100_MIDDLE_avr_champLevel,100_MIDDLE_avr_magicDamageDealtToChampions,100_MIDDLE_avr_wardsPlaced,100_MIDDLE_avr_goldSpent,100_TOP_avr_goldEarned,100_TOP_avr_kill,100_TOP_avr_death,100_TOP_avr_assists,100_TOP_avr_trueDamageDealtToChampions,100_TOP_avr_damageDealtToTurrets,100_TOP_avr_goldSpent,100_TOP_avr_visionScore,100_TOP_avr_physicalDamageDealt,100_TOP_avr_totalHeal,100_TOP_avr_champLevel,100_TOP_avr_magicDamageDealtToChampions,100_TOP_avr_wardsPlaced,100_TOP_avr_goldSpent,100_JUNGLE_avr_goldEarned,100_JUNGLE_avr_kill,100_JUNGLE_avr_death,100_JUNGLE_avr_assists,100_JUNGLE_avr_trueDamageDealtToChampions,100_JUNGLE_avr_damageDealtToTurrets,100_JUNGLE_avr_goldSpent,100_JUNGLE_avr_visionScore,100_JUNGLE_avr_physicalDamageDealt,100_JUNGLE_avr_totalHeal,100_JUNGLE_avr_champLevel,100_JUNGLE_avr_magicDamageDealtToChampions,100_JUNGLE_avr_wardsPlaced,100_JUNGLE_avr_goldSpent,100_ADC_avr_goldEarned,100_ADC_avr_kill,100_ADC_avr_death,100_ADC_avr_assists,100_ADC_avr_trueDamageDealtToChampions,100_ADC_avr_damageDealtToTurrets,100_ADC_avr_goldSpent,100_ADC_avr_visionScore,100_ADC_avr_physicalDamageDealt,100_ADC_avr_totalHeal,100_ADC_avr_champLevel,100_ADC_avr_magicDamageDealtToChampions,100_ADC_avr_wardsPlaced,100_ADC_avr_goldSpent,100_SUPPORT_avr_goldEarned,100_SUPPORT_avr_kill,100_SUPPORT_avr_death,100_SUPPORT_avr_assists,100_SUPPORT_avr_trueDamageDealtToChampions,100_SUPPORT_avr_damageDealtToTurrets,100_SUPPORT_avr_goldSpent,100_SUPPORT_avr_visionScore,100_SUPPORT_avr_physicalDamageDealt,100_SUPPORT_avr_totalHeal,100_SUPPORT_avr_champLevel,100_SUPPORT_avr_magicDamageDealtToChampions,100_SUPPORT_avr_wardsPlaced,100_SUPPORT_avr_goldSpent,200_MIDDLE_avr_goldEarned,200_MIDDLE_avr_kill,200_MIDDLE_avr_death,200_MIDDLE_avr_assists,200_MIDDLE_avr_trueDamageDealtToChampions,200_MIDDLE_avr_damageDealtToTurrets,200_MIDDLE_avr_goldSpent,200_MIDDLE_avr_visionScore,200_MIDDLE_avr_physicalDamageDealt,200_MIDDLE_avr_totalHeal,200_MIDDLE_avr_champLevel,200_MIDDLE_avr_magicDamageDealtToChampions,200_MIDDLE_avr_wardsPlaced,200_MIDDLE_avr_goldSpent,200_TOP_avr_goldEarned,200_TOP_avr_kill,200_TOP_avr_death,200_TOP_avr_assists,200_TOP_avr_trueDamageDealtToChampions,200_TOP_avr_damageDealtToTurrets,200_TOP_avr_goldSpent,200_TOP_avr_visionScore,200_TOP_avr_physicalDamageDealt,200_TOP_avr_totalHeal,200_TOP_avr_champLevel,200_TOP_avr_magicDamageDealtToChampions,200_TOP_avr_wardsPlaced,200_TOP_avr_goldSpent,200_JUNGLE_avr_goldEarned,200_JUNGLE_avr_kill,200_JUNGLE_avr_death,200_JUNGLE_avr_assists,200_JUNGLE_avr_trueDamageDealtToChampions,200_JUNGLE_avr_damageDealtToTurrets,200_JUNGLE_avr_goldSpent,200_JUNGLE_avr_visionScore,200_JUNGLE_avr_physicalDamageDealt,200_JUNGLE_avr_totalHeal,200_JUNGLE_avr_champLevel,200_JUNGLE_avr_magicDamageDealtToChampions,200_JUNGLE_avr_wardsPlaced,200_JUNGLE_avr_goldSpent,200_ADC_avr_goldEarned,200_ADC_avr_kill,200_ADC_avr_death,200_ADC_avr_assists,200_ADC_avr_trueDamageDealtToChampions,200_ADC_avr_damageDealtToTurrets,200_ADC_avr_goldSpent,200_ADC_avr_visionScore,200_ADC_avr_physicalDamageDealt,200_ADC_avr_totalHeal,200_ADC_avr_champLevel,200_ADC_avr_magicDamageDealtToChampions,200_ADC_avr_wardsPlaced,200_ADC_avr_goldSpent,200_SUPPORT_avr_goldEarned,200_SUPPORT_avr_kill,200_SUPPORT_avr_death,200_SUPPORT_avr_assists,200_SUPPORT_avr_trueDamageDealtToChampions,200_SUPPORT_avr_damageDealtToTurrets,200_SUPPORT_avr_goldSpent,200_SUPPORT_avr_visionScore,200_SUPPORT_avr_physicalDamageDealt,200_SUPPORT_avr_totalHeal,200_SUPPORT_avr_champLevel,200_SUPPORT_avr_magicDamageDealtToChampions,200_SUPPORT_avr_wardsPlaced,200_SUPPORT_avr_goldSpent,win
124,15164,8,11,13,1590,6125,15000,46,46,7487,16,34606,17,15000,8669,2,1,4,0,613,7825,14,14,4981,14,733,8,7825,10411,6,0,10,1258,0,9400,30,30,15812,15,6126,11,9400,11440,8,4,4,295,3896,9750,25,25,594,13,608,12,9750,6458,1,6,14,150,445,5700,42,42,1500,11,3235,31,5700,9252,9,2,4,302,645,9025,20,20,4435,12,148,4,9025,7536,0,3,6,0,141,7235,17,17,1769,14,8262,10,7235,8478,3,3,3,1200,0,8250,18,18,14271,13,0,6,8250,9250,4,5,3,778,1753,8550,17,17,1433,12,1850,5,8550,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
125,11388.0,7.0,2.0,2.0,0.0,2711.0,10775.0,11.0,11.0,1824.0,14.0,12850.0,9.0,10775.0,10254.0,11.0,1.0,8.0,428.0,2060.0,8350.0,15.0,15.0,10023.0,14.0,19423.0,8.0,8350.0,6471.0,1.0,4.0,0.0,234.0,0.0,6150.0,17.0,17.0,12799.0,11.0,180.0,6.0,6150.0,12706.0,4.0,4.0,9.0,24.0,2091.0,12175.0,23.0,23.0,1480.0,15.0,816.0,11.0,12175.0,6444.0,0.0,6.0,10.0,753.0,252.0,6150.0,59.0,59.0,4876.0,11.0,4576.0,33.0,6150.0,,,,,,,,,,,,,,,7358.0,3.0,2.0,3.0,156.0,2466.0,6510.0,14.0,14.0,5125.0,13.0,6581.0,7.0,6510.0,13645.0,11.0,7.0,14.0,6346.0,4349.0,11900.0,28.0,28.0,16261.0,16.0,92.0,7.0,11900.0,7874.0,1.0,0.0,11.0,0.0,3422.0,7025.0,20.0,20.0,2077.0,12.0,6350.0,9.0,7025.0,10280.0,7.0,2.0,7.0,969.0,6116.0,9050.0,18.0,18.0,4220.0,12.0,3029.0,7.0,9050.0,0.0
126,5042,1,2,3,0,1029,4850,7,7,921,10,3859,3,4850,4877,2,4,1,308,382,4655,6,6,1234,10,964,5,4655,4346,0,3,3,152,0,3950,18,18,9428,9,2789,0,3950,5884,2,3,1,195,518,5750,24,24,886,9,0,10,5750,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,6699,5,1,0,345,1355,5875,8,8,1905,11,282,5,5875,11278,3,5,5,1174,6098,11075,11,11,4958,15,0,6,11075,5285,1,1,7,205,0,4250,8,8,17921,10,2868,2,4250,14691,8,4,7,531,5831,14575,26,26,4263,15,596,13,14575,3637,0,2,4,248,0,3375,7,7,113,8,1423,9,3375,0
127,12908,7,10,8,144,2548,11200,15,15,757,16,27159,9,11200,7454,1,9,8,3922,0,7350,4,4,4847,12,1368,3,7350,9896,7,2,9,1188,2455,7875,24,24,4308,12,490,7,7875,12166,10,2,5,1506,11682,10275,13,13,5524,13,1199,7,10275,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7924,2,5,5,136,859,7450,10,10,2344,12,6476,4,7450,8821,4,3,5,878,4661,9133,9,9,2325,13,2802,7,9133,11002,4,5,7,5234,811,10950,32,32,14577,14,0,6,10950,9485,5,6,2,319,0,8760,10,10,3801,12,1899,6,8760,5533,1,3,7,274,0,5000,17,17,2020,10,2515,8,5000,1
128,11821,7,4,12,446,3478,11085,20,20,18028,16,22580,7,11085,9253,6,10,2,968,2648,8500,11,11,2233,13,1020,7,8500,13645,11,7,14,6346,4349,11900,28,28,16261,16,92,7,11900,13197,8,4,3,1708,2798,13075,22,22,4397,14,4135,10,13075,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13219,11,9,8,6247,4390,11850,15,15,0,15,307,9,11850,13967,10,3,6,0,10508,12600,28,28,7376,16,6189,13,12600,11834,6,8,11,4522,332,11550,37,37,10788,15,10414,14,11550,8354,5,2,5,456,2070,6800,8,8,3515,11,0,5,6800,10447,4,11,14,0,1625,10175,53,53,8098,13,1043,30,10175,1
129,4438,0,2,2,0,0,3800,8,8,0,10,6978,4,3800,6038,3,3,1,84,2416,5425,9,9,2711,11,293,5,5425,5347,2,1,2,232,0,5225,13,13,8413,9,5216,2,5225,3352,0,8,2,0,0,3100,6,6,334,7,385,4,3100,3462,0,5,2,240,0,3300,25,25,485,8,1826,14,3300,7188,0,1,2,667,5525,6550,10,10,192,11,0,4,6550,6526,3,1,2,196,459,6275,14,14,4796,11,6783,7,6275,4471,1,3,1,28,37,3125,9,9,5370,8,240,1,3125,7268,3,0,5,0,3710,6175,10,10,1819,10,1572,7,6175,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
130,8936,3,12,7,22,772,8835,17,17,11528,14,13253,9,8835,7457,1,5,1,0,1054,7375,8,8,1793,13,5040,6,7375,7698,3,5,3,950,0,7200,7,7,12106,12,899,2,7200,10062,2,7,6,1131,2804,9250,18,18,1044,13,1443,6,9250,6811,3,9,4,572,391,6185,50,50,777,10,12268,29,6185,12148,12,3,7,840,6263,11125,15,15,3196,14,18000,6,11125,10278,4,2,6,0,5911,9850,12,12,1343,15,2847,7,9850,9390,8,2,3,951,1797,7800,26,26,12511,12,2041,6,7800,10865,5,4,10,208,3430,9475,14,14,2355,14,4189,7,9475,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
131,14489,12,6,13,0,7872,11940,18,18,4155,15,29780,8,11940,12938,9,3,7,128,8931,11735,20,20,6955,15,10555,9,11735,11859,9,4,11,472,1866,11825,27,27,16170,15,1694,9,11825,10924,7,4,2,0,4790,10600,17,17,4523,13,2686,9,10600,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8936,3,12,7,22,772,8835,17,17,11528,14,13253,9,8835,8261,4,10,3,2702,0,8383,16,16,2968,12,849,7,8383,12389,10,1,5,2616,0,11775,22,22,7882,15,6460,1,11775,14955,11,5,11,7354,5400,13900,37,37,5043,15,0,10,13900,6634,1,11,9,1025,170,6275,57,57,2312,11,3936,42,6275,1
132,13104,6,8,14,0,1781,12965,21,21,6305,16,19817,12,12965,13016,7,9,5,784,3212,12350,22,22,8012,17,3399,7,12350,10721,3,6,12,389,2415,9200,24,24,6695,16,582,8,9200,8771,1,6,11,540,1573,7950,17,17,4213,12,2307,9,7950,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12908,7,10,8,144,2548,11200,15,15,757,16,27159,9,11200,12890,8,6,6,7070,7593,12833,24,24,6308,16,374,13,12833,14829,14,10,3,4844,0,14700,24,24,8348,16,0,3,14700,7516,1,6,16,0,0,6850,51,51,8487,14,6475,19,6850,8716,3,14,13,1744,0,8525,23,23,590,14,526,9,8525,1
133,11423,6,7,13,2584,1063,7125,12,12,9004,15,5194,7,7125,13800,5,3,8,476,2266,12145,15,15,15392,18,0,4,12145,16613,16,2,11,1031,2048,16475,43,43,25962,18,29648,8,16475,7521,3,5,5,22,3050,7525,5,5,2414,10,1704,5,7525,10880,4,5,22,752,2168,8650,124,124,7776,15,7753,65,8650,11125,4,7,4,1635,1152,11180,29,29,4103,15,17255,11,11180,16252,12,3,9,36,9452,14100,30,30,14875,18,1891,10,14100,9824,3,11,3,808,0,9200,19,19,13637,14,2141,3,9200,13663,14,3,7,231,7311,11125,23,23,6134,14,6174,11,11125,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
134,8174,5,4,2,2077,1160,7500,11,11,2520,11,1761,7,7500,10273,3,5,3,230,1922,10275,21,21,2678,15,0,7,10275,13588,7,6,10,2623,0,13150,25,25,10106,16,6492,3,13150,9346,3,6,1,114,141,8475,18,18,1803,13,2527,8,8475,6275,2,5,6,170,0,5550,57,57,2437,11,2698,25,5550,9853,4,4,7,2591,1622,8685,28,28,3595,14,10092,13,8685,10975,5,5,6,160,3164,10600,19,19,6133,15,2172,8,10600,13232,13,2,5,354,3498,11825,26,26,17198,16,1412,4,11825,10574,11,0,3,447,12237,6475,12,12,780,12,3672,5,6475,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
135,11388,7,2,2,0,2711,10775,11,11,1824,14,12850,9,10775,9433,3,6,4,0,2117,9000,24,24,4564,13,1906,10,9000,13027,6,10,15,9237,0,12950,29,29,23521,17,674,6,12950,5153,1,9,1,0,1855,5000,10,10,1846,9,446,4,5000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9443,1,3,12,0,2653,8110,24,24,4681,14,7316,10,8110,12049,9,6,7,0,3818,10650,31,31,3241,15,3871,13,10650,9315,1,5,3,1811,0,8675,31,31,6235,14,453,8,8675,14078,10,5,10,170,4039,11950,21,21,4397,14,957,11,11950,9131,4,3,16,814,2823,7110,64,64,1745,13,19154,29,7110,0
136,12737,5,6,3,181,721,13025,42,42,7338,17,15687,15,13025,7974,3,0,4,0,9248,6978,6,6,3786,13,4406,5,6978,12316,10,7,8,5880,70,11850,15,15,10504,14,13838,3,11850,14993,9,7,5,478,4236,14825,34,34,18113,15,1759,14,14825,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11994,5,15,7,50,1996,12025,10,10,13599,15,26811,6,12025,15648,12,2,3,236,1324,15550,17,17,4181,18,151,5,15550,6346,3,4,1,1488,0,5800,7,7,5876,9,5124,4,5800,11732,2,8,9,0,1306,11575,27,27,3711,15,1190,13,11575,7889,2,10,17,815,858,6810,115,115,3100,12,4148,70,6810,0
137,14637,7,9,4,0,2098,14050,25,25,8034,15,27320,13,14050,7974,3,0,4,0,9248,6978,6,6,3786,13,4406,5,6978,10030,2,8,7,612,389,9350,18,18,13619,14,10712,7,9350,11436,3,9,3,2994,984,11580,27,27,4230,14,415,13,11580,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13389,10,5,9,1332,7361,12750,33,33,7322,16,2275,16,12750,5917,1,4,15,232,1351,5225,7,7,214,10,2426,5,5225,8261,1,3,13,542,1701,6650,14,14,9999,13,381,3,6650,20296,18,4,11,1897,7696,17625,32,32,9919,17,8663,9,17625,6577,2,5,9,432,69,5660,44,44,5914,10,3076,18,5660,0
138,8057,2,2,2,252,1850,7600,16,16,2286,13,317,6,7600,11367,6,8,6,441,1059,10775,17,17,1673,15,356,7,10775,8930,1,11,6,831,0,7825,14,14,8754,14,17176,5,7825,13086,16,4,5,0,8603,12625,13,13,4249,13,3762,5,12625,7934,2,3,15,624,2431,7900,19,19,76,11,9578,7,7900,7381,2,7,4,0,109,7175,8,8,114,12,499,2,7175,11921,3,5,9,3393,1398,10825,17,17,3743,16,0,10,10825,7239,3,5,2,2207,0,7235,15,15,6801,12,5163,3,7235,6852,1,6,4,0,0,6100,9,9,1975,11,0,5,6100,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
139,6307,2,0,3,642,3436,6060,9,9,638,11,3579,3,6060,11921,3,5,9,3393,1398,10825,17,17,3743,16,0,10,10825,8930,1,11,6,831,0,7825,14,14,8754,14,17176,5,7825,9570,6,3,7,1036,9469,9475,11,11,2962,13,3708,6,9475,6832,2,9,13,943,0,5700,74,74,0,12,6899,47,5700,14925,13,8,7,0,4573,15025,23,23,14067,16,5943,11,15025,13441,9,5,7,322,7481,12010,25,25,5814,16,12829,8,12010,13368,8,4,15,1506,2037,11600,38,38,13120,15,6153,8,11600,16622,15,6,13,864,9483,15875,6,6,5098,16,2316,6,15875,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
140,6307,2,0,3,642,3436,6060,9,9,638,11,3579,3,6060,7750,8,4,2,1444,4407,7225,16,16,1090,11,0,6,7225,7390,5,1,4,363,770,5900,7,7,10915,11,683,1,5900,11808,6,5,11,778,11791,10725,20,20,628,13,991,8,10725,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,5793,2,6,1,540,379,4950,2,2,365,11,642,3,4950,8787,1,8,5,895,0,8375,19,19,4949,14,0,10,8375,6346,3,4,1,1488,0,5800,7,7,5876,9,5124,4,5800,3141,0,7,2,340,0,2450,3,3,760,7,1743,3,2450,2871,0,5,0,0,149,1600,4,4,128,6,382,3,1600,1
141,13289,6,7,6,0,4960,12125,24,24,11211,16,2202,10,12125,15201,12,2,10,10113,7393,13650,21,21,12657,18,2519,5,13650,12237,8,7,10,971,2078,10775,24,24,16272,15,688,7,10775,16609,14,10,8,2824,7122,14900,21,21,3455,15,0,9,14900,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12989,10,7,10,1590,4654,11575,26,26,445,16,23891,4,11575,5117,1,9,2,612,0,4783,5,5,731,10,398,4,4783,11284,8,2,5,746,3178,10650,32,32,6324,14,1836,6,10650,10337,8,11,11,660,0,9975,11,11,2078,14,16448,9,9975,12599,4,13,6,395,2720,12225,42,42,5731,15,4798,16,12225,1
142,9000,5,8,2,84,1708,8525,33,33,2823,13,12842,9,8525,15184,8,8,13,0,7782,15275,24,24,13521,18,1655,13,15275,16279,17,6,24,1717,174,16275,21,21,17323,17,35680,1,16275,21543,17,7,19,983,7367,20275,52,52,7077,18,4497,11,20275,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7178,3,6,0,154,271,6560,10,10,0,11,9020,8,6560,11641,3,11,10,1751,645,11255,38,38,6109,17,589,14,11255,13919,6,5,3,1616,3071,13750,41,41,7060,16,2005,11,13750,10150,5,5,8,48,4167,9850,28,28,848,14,227,11,9850,8289,1,1,27,806,1006,6950,43,43,1917,13,5456,19,6950,1
143,10033,6,6,0,5232,0,9435,26,26,124,12,11458,8,9435,8700,5,6,4,2613,1382,7600,22,22,1337,13,793,9,7600,10432,7,3,6,1998,316,9725,24,24,15681,14,1098,2,9725,14059,12,4,7,140,10923,13375,40,40,4412,13,1514,13,13375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,15632,11,3,8,100,9830,13725,26,26,14563,17,29049,11,13725,10921,5,4,12,0,3032,10325,17,17,3885,17,6610,11,10325,12346,5,11,5,2100,516,11900,36,36,10071,16,2228,7,11900,9517,6,5,4,264,2579,8650,11,11,2096,11,1953,7,8650,10524,6,1,24,740,1880,8600,111,111,8298,14,8872,62,8600,0
144,13597,4,9,8,0,1269,13150,39,39,4693,18,8964,10,13150,11816,9,6,15,492,2491,9925,18,18,12827,16,32390,8,9925,8027,3,5,3,86,0,7925,21,21,15536,12,721,3,7925,8830,3,10,8,0,1297,8100,8,8,2210,13,548,7,8100,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11423,6,7,13,2584,1063,7125,12,12,9004,15,5194,7,7125,8700,5,6,4,2613,1382,7600,22,22,1337,13,793,9,7600,10432,7,3,6,1998,316,9725,24,24,15681,14,1098,2,9725,11808,6,5,11,778,11791,10725,20,20,628,13,991,8,10725,8402,3,1,16,724,676,7625,51,51,1155,12,3816,32,7625,0
145,,,,,,,,,,,,,,,7460.0,4.0,2.0,14.0,724.0,2124.0,4775.0,11.0,11.0,2436.0,11.0,470.0,7.0,4775.0,8428.0,4.0,2.0,10.0,382.0,1421.0,5800.0,13.0,13.0,10713.0,13.0,8001.0,6.0,5800.0,8810.0,10.0,2.0,6.0,44.0,656.0,8650.0,14.0,14.0,2401.0,11.0,997.0,9.0,8650.0,7365.0,4.0,2.0,7.0,0.0,3446.0,5800.0,8.0,8.0,891.0,12.0,8338.0,6.0,5800.0,9000.0,5.0,8.0,2.0,84.0,1708.0,8525.0,33.0,33.0,2823.0,13.0,12842.0,9.0,8525.0,6996.0,4.0,9.0,0.0,725.0,1679.0,6300.0,17.0,17.0,4213.0,10.0,0.0,6.0,6300.0,8460.0,4.0,1.0,1.0,1728.0,1529.0,7625.0,9.0,9.0,9143.0,11.0,0.0,3.0,7625.0,5153.0,1.0,9.0,1.0,0.0,1855.0,5000.0,10.0,10.0,1846.0,9.0,446.0,4.0,5000.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,1.0
146,10466,5,9,10,232,336,10200,24,24,2069,15,16537,15,10200,18042,12,6,11,928,12807,16000,31,31,8027,18,40,10,16000,11325,8,6,12,1843,0,11250,28,28,7706,15,6057,5,11250,14304,8,6,11,156,4257,13950,36,36,3810,16,1317,9,13950,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12157,6,10,4,3646,0,12025,15,15,4793,16,1572,8,12025,4160,1,4,1,0,0,3400,6,6,805,10,6699,4,3400,13239,11,4,1,1434,0,11475,23,23,27140,15,1691,4,11475,10062,2,7,6,1131,2804,9250,18,18,1044,13,1443,6,9250,8128,1,9,10,310,0,7985,81,81,5468,13,12202,46,7985,1
147,11634,4,7,10,0,1497,10600,22,22,2748,15,18441,15,10600,10411,6,6,5,2672,8035,9583,17,17,2928,13,608,7,9583,7104,2,6,5,142,0,6525,25,25,10328,11,449,3,6525,7849,1,4,2,0,0,7150,11,11,3467,12,2077,7,7150,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9000,5,8,2,84,1708,8525,33,33,2823,13,12842,9,8525,10989,8,6,4,56,8372,10275,18,18,3180,14,3116,9,10275,9700,8,3,10,538,322,8875,22,22,13493,13,3841,6,8875,14823,17,3,8,6521,10076,13250,17,17,6033,14,175,8,13250,8248,2,5,18,614,2142,6875,44,44,7967,12,4531,25,6875,0
148,14244,10,4,9,518,321,13785,17,17,5524,16,19285,5,13785,13474,9,13,8,7312,12435,13135,32,32,10450,16,684,11,13135,17437,23,6,5,1698,0,18065,35,35,19384,16,47466,12,18065,8321,2,6,4,435,323,6650,16,16,4922,12,0,11,6650,7861,0,7,18,1006,0,7700,57,57,7967,13,8649,20,7700,9568,8,0,5,572,1284,9275,15,15,10049,13,12933,8,9275,16199,8,10,16,0,8514,15200,18,18,8567,17,10260,10,15200,12832,7,3,7,884,461,12350,31,31,25850,16,0,8,12350,12894,7,6,13,306,3537,10725,12,12,5025,15,2712,8,10725,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
149,11304,4,8,3,922,1401,11110,13,13,4309,14,14185,2,11110,11710,5,2,2,314,4252,11750,20,20,4572,15,3189,8,11750,8605,2,9,6,1188,0,8200,43,43,13424,13,1505,18,8200,12706,4,4,9,24,2091,12175,23,23,1480,15,816,11,12175,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10262,4,2,11,138,2186,9750,23,23,1425,14,13273,11,9750,10444,1,3,12,360,593,9225,41,41,2111,17,3907,10,9225,12832,7,3,7,884,461,12350,31,31,25850,16,0,8,12350,10556,12,6,3,278,3940,9700,20,20,2572,12,4424,14,9700,9439,4,9,11,708,651,9075,86,86,5763,14,10350,52,9075,0
150,7405,3,4,6,468,0,6435,15,15,3860,12,8741,3,6435,7249,3,5,3,0,1525,5450,8,8,4358,13,0,5,5450,10346,3,5,10,3293,1072,9035,26,26,13024,15,10078,5,9035,10781,4,5,5,130,1535,10000,11,11,4003,14,248,7,10000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12068,4,6,11,865,783,9225,25,25,7976,17,2602,11,9225,11595,4,4,8,465,2351,9800,17,17,8660,15,6724,8,9800,15888,14,4,5,1006,2087,13525,63,63,17331,18,3666,29,13525,8830,3,10,8,0,1297,8100,8,8,2210,13,548,7,8100,7717,2,6,12,1040,726,6500,55,55,1040,13,5381,31,6500,0
151,9766,4,3,6,0,3362,8225,19,19,1988,13,6495,9,8225,9206,7,2,6,0,0,8875,16,16,3606,13,966,7,8875,7953,3,2,11,112,33,7050,19,19,11290,12,816,9,7050,11796,9,2,11,312,3663,11705,17,17,6439,13,252,6,11705,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13145,8,4,7,1115,7478,11600,12,12,3576,16,544,6,11600,7749,3,5,1,0,2724,7650,22,22,1362,12,2481,8,7650,6769,0,6,7,252,0,6675,14,14,5783,11,568,1,6675,18355,9,4,24,1636,6140,15875,37,37,19248,18,46828,12,15875,4777,1,6,4,460,0,4750,29,29,0,8,2200,21,4750,1
152,15287,15,4,10,175,4049,14175,28,28,12601,16,24045,5,14175,8008,2,8,3,853,0,7425,14,14,2039,13,0,8,7425,9958,3,1,8,2468,1490,7750,18,18,13619,15,6423,8,7750,13663,14,3,7,231,7311,11125,23,23,6134,14,6174,11,11125,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12078,4,4,22,0,3654,11350,12,12,6781,15,17176,7,11350,16407,12,2,6,3371,24223,14308,12,12,18441,16,1828,8,14308,13103,10,1,12,5626,1470,11975,30,30,13255,16,16497,11,11975,7461,4,4,1,0,1618,7275,16,16,3026,10,523,7,7275,6108,1,7,5,542,152,5850,59,59,201,10,3603,27,5850,1
153,11879,4,2,10,375,6121,8375,21,21,4633,16,14536,6,8375,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,12561,6,4,13,943,2601,11010,27,27,8154,15,1419,6,11010,9622,4,9,6,3005,3596,9350,17,17,3490,13,2817,9,9350,16538,13,3,3,393,10626,15275,40,40,1773,15,2472,16,15275,19659,18,4,2,889,16805,18160,27,27,16397,18,38397,10,18160,7000,3,3,2,0,3555,6450,14,14,1581,11,390,6,6450,11002,4,5,7,5234,811,10950,32,32,14577,14,0,6,10950,9252,0,5,3,764,2073,9150,7,7,1921,14,2025,6,9150,6039,0,4,2,227,46,4950,61,61,1973,10,2871,24,4950,1
154,10466,5,9,10,232,336,10200,24,24,2069,15,16537,15,10200,11649,3,9,18,0,848,11050,29,29,7392,16,5127,12,11050,17437,23,6,5,1698,0,18065,35,35,19384,16,47466,12,18065,13972,6,5,21,284,6963,12700,20,20,3129,16,1902,9,12700,8359,1,9,17,1171,1556,8250,77,77,1343,14,4598,42,8250,13958,6,10,10,1613,3581,14000,20,20,22777,18,23411,11,14000,11056,4,12,9,61,124,10900,21,21,10995,17,23163,17,10900,13816,11,7,11,2077,2287,13200,39,39,18270,16,7388,10,13200,17207,16,2,3,4998,4879,14150,45,45,8835,16,5120,11,14150,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
155,9345,3,5,4,194,1563,8575,14,14,898,14,3936,6,8575,16252,12,3,9,36,9452,14100,30,30,14875,18,1891,10,14100,12108,3,10,21,3164,3154,10800,22,22,7284,16,8961,3,10800,18019,14,8,6,7232,5735,15125,24,24,8447,16,5801,10,15125,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10702,6,7,1,208,373,9600,21,21,9828,16,12988,9,9600,12137,5,7,13,102,793,12225,26,26,4039,16,7364,10,12225,13588,7,6,10,2623,0,13150,25,25,10106,16,6492,3,13150,14764,12,9,15,3179,5405,14450,31,31,17172,15,501,10,14450,8446,2,9,16,1424,535,8225,65,65,1415,13,5217,36,8225,1
